day_number|date|season|day_of_week|time_of_day|userId|movieId|location|companions|user_mood|satisfaction_score
88|2025-03-30|Spring|Sunday|Morning|U0070|M02549|Public Transportation|Friends|Happy|0.66
89|2025-03-31|Spring|Monday|Morning|U0002|M00236|Public Transportation|Family|Sad|0.36
89|2025-03-31|Spring|Monday|Afternoon|U0016|M03218|Community Center|Group|Happy|0.54
89|2025-03-31|Spring|Monday|Morning|U0029|M03885|Public Transportation|Family|Neutral|0.53
89|2025-03-31|Spring|Monday|Night|U0043|M05040|Home|Friends|Neutral|0.61
89|2025-03-31|Spring|Monday|Night|U0046|M02035|Workplace|Family|Sad|0.56
89|2025-03-31|Spring|Monday|Night|U0049|M00565|Community Center|Group|Happy|0.51
89|2025-03-31|Spring|Monday|Afternoon|U0067|M01002|Home|Friends|Neutral|0.49
89|2025-03-31|Spring|Monday|Night|U0070|M01429|Workplace|Group|Sad|0.69
89|2025-03-31|Spring|Monday|Morning|U0075|M00390|Workplace|Partner|Neutral|0.51
89|2025-03-31|Spring|Monday|Night|U0085|M02552|Public Transportation|Friends|Happy|0.49
89|2025-03-31|Spring|Monday|Morning|U0090|M01078|Home|Partner|Happy|0.46
89|2025-03-31|Spring|Monday|Morning|U0096|M05393|Public Transportation|Friends|Neutral|0.54
90|2025-04-01|Spring|Tuesday|Afternoon|U0007|M01114|Home|Partner|Neutral|0.72
90|2025-04-01|Spring|Tuesday|Evening|U0016|M01659|Community Center|Friends|Happy|0.56
90|2025-04-01|Spring|Tuesday|Night|U0038|M04691|Public Transportation|Friends|Neutral|0.65
90|2025-04-01|Spring|Tuesday|Afternoon|U0050|M04425|Cinema|Alone|Happy|0.55
90|2025-04-01|Spring|Tuesday|Afternoon|U0065|M02453|Workplace|Alone|Sad|0.62
90|2025-04-01|Spring|Tuesday|Morning|U0070|M02596|Workplace|Group|Sad|0.44
90|2025-04-01|Spring|Tuesday|Morning|U0084|M02081|Home|Group|Neutral|0.51
90|2025-04-01|Spring|Tuesday|Afternoon|U0088|M03157|Cinema|Friends|Sad|0.4
91|2025-04-02|Spring|Wednesday|Afternoon|U0014|M03080|Cinema|Friends|Sad|0.46
91|2025-04-02|Spring|Wednesday|Night|U0039|M01536|Workplace|Alone|Neutral|0.6
91|2025-04-02|Spring|Wednesday|Morning|U0044|M01880|Cinema|Family|Happy|0.62
91|2025-04-02|Spring|Wednesday|Evening|U0053|M01170|Workplace|Alone|Neutral|0.38
91|2025-04-02|Spring|Wednesday|Afternoon|U0066|M01430|Home|Friends|Happy|0.53
91|2025-04-02|Spring|Wednesday|Night|U0079|M04890|Public Transportation|Partner|Happy|0.51
91|2025-04-02|Spring|Wednesday|Evening|U0082|M04803|Community Center|Friends|Sad|0.36
91|2025-04-02|Spring|Wednesday|Afternoon|U0087|M00146|Cinema|Partner|Neutral|0.52
92|2025-04-03|Spring|Thursday|Afternoon|U0003|M05289|Community Center|Partner|Neutral|0.51
92|2025-04-03|Spring|Thursday|Afternoon|U0023|M02286|Home|Friends|Sad|0.38
92|2025-04-03|Spring|Thursday|Evening|U0026|M00128|Home|Group|Happy|0.56
92|2025-04-03|Spring|Thursday|Morning|U0028|M00471|Public Transportation|Family|Neutral|0.58
92|2025-04-03|Spring|Thursday|Morning|U0034|M03947|Cinema|Group|Happy|0.51
92|2025-04-03|Spring|Thursday|Morning|U0038|M00870|Public Transportation|Alone|Happy|0.64
92|2025-04-03|Spring|Thursday|Afternoon|U0052|M03630|Cinema|Family|Sad|0.48
92|2025-04-03|Spring|Thursday|Evening|U0053|M03205|Home|Alone|Sad|0.48
92|2025-04-03|Spring|Thursday|Night|U0059|M02758|Community Center|Partner|Sad|0.45
92|2025-04-03|Spring|Thursday|Evening|U0064|M00211|Workplace|Friends|Happy|0.63
93|2025-04-04|Spring|Friday|Evening|U0028|M02968|Home|Friends|Happy|0.79
93|2025-04-04|Spring|Friday|Evening|U0029|M02932|Public Transportation|Family|Happy|0.55
93|2025-04-04|Spring|Friday|Afternoon|U0036|M00541|Cinema|Group|Sad|0.46
93|2025-04-04|Spring|Friday|Evening|U0037|M02772|Community Center|Group|Sad|0.43
93|2025-04-04|Spring|Friday|Morning|U0044|M04893|Home|Family|Sad|0.5
93|2025-04-04|Spring|Friday|Evening|U0048|M03063|Cinema|Alone|Happy|0.63
93|2025-04-04|Spring|Friday|Night|U0051|M04481|Cinema|Family|Neutral|0.49
93|2025-04-04|Spring|Friday|Afternoon|U0066|M04710|Home|Friends|Happy|0.53
93|2025-04-04|Spring|Friday|Afternoon|U0069|M02551|Public Transportation|Group|Happy|0.66
93|2025-04-04|Spring|Friday|Afternoon|U0077|M01004|Community Center|Alone|Sad|0.59
93|2025-04-04|Spring|Friday|Afternoon|U0085|M02915|Home|Friends|Happy|0.65
93|2025-04-04|Spring|Friday|Evening|U0087|M00117|Cinema|Friends|Neutral|0.61
93|2025-04-04|Spring|Friday|Evening|U0088|M02629|Cinema|Friends|Neutral|0.55
93|2025-04-04|Spring|Friday|Evening|U0094|M00027|Cinema|Friends|Neutral|0.53
94|2025-04-05|Spring|Saturday|Night|U0010|M05636|Community Center|Family|Neutral|0.64
94|2025-04-05|Spring|Saturday|Evening|U0020|M02207|Public Transportation|Family|Sad|0.47
94|2025-04-05|Spring|Saturday|Afternoon|U0022|M04589|Community Center|Alone|Neutral|0.37
94|2025-04-05|Spring|Saturday|Evening|U0026|M04172|Public Transportation|Friends|Happy|0.62
94|2025-04-05|Spring|Saturday|Night|U0029|M04821|Public Transportation|Family|Neutral|0.39
94|2025-04-05|Spring|Saturday|Evening|U0042|M01413|Public Transportation|Family|Happy|0.52
94|2025-04-05|Spring|Saturday|Evening|U0052|M02362|Home|Friends|Happy|0.34
94|2025-04-05|Spring|Saturday|Night|U0055|M05659|Workplace|Alone|Happy|0.67
94|2025-04-05|Spring|Saturday|Afternoon|U0084|M05246|Cinema|Family|Sad|0.59
95|2025-04-06|Spring|Sunday|Evening|U0007|M04562|Home|Alone|Sad|0.61
95|2025-04-06|Spring|Sunday|Evening|U0022|M05467|Workplace|Alone|Happy|0.4
95|2025-04-06|Spring|Sunday|Morning|U0026|M05284|Public Transportation|Group|Happy|0.66
95|2025-04-06|Spring|Sunday|Afternoon|U0034|M02418|Cinema|Friends|Neutral|0.77
95|2025-04-06|Spring|Sunday|Morning|U0051|M05335|Home|Family|Happy|0.44
95|2025-04-06|Spring|Sunday|Morning|U0056|M03342|Community Center|Group|Neutral|0.61
95|2025-04-06|Spring|Sunday|Afternoon|U0066|M01244|Home|Friends|Neutral|0.49
95|2025-04-06|Spring|Sunday|Night|U0070|M00535|Workplace|Alone|Sad|0.56
95|2025-04-06|Spring|Sunday|Morning|U0074|M04704|Community Center|Friends|Sad|0.45
95|2025-04-06|Spring|Sunday|Afternoon|U0075|M01038|Community Center|Partner|Sad|0.4
95|2025-04-06|Spring|Sunday|Morning|U0076|M01434|Community Center|Partner|Neutral|0.57
95|2025-04-06|Spring|Sunday|Afternoon|U0077|M02164|Community Center|Partner|Sad|0.46
95|2025-04-06|Spring|Sunday|Morning|U0084|M02473|Home|Family|Neutral|0.48
95|2025-04-06|Spring|Sunday|Morning|U0087|M01822|Public Transportation|Group|Sad|0.58
95|2025-04-06|Spring|Sunday|Afternoon|U0089|M01780|Community Center|Family|Sad|0.58
95|2025-04-06|Spring|Sunday|Afternoon|U0090|M01249|Home|Alone|Sad|0.34
95|2025-04-06|Spring|Sunday|Night|U0098|M04999|Home|Partner|Happy|0.53
95|2025-04-06|Spring|Sunday|Morning|U0100|M01546|Public Transportation|Group|Neutral|0.61
96|2025-04-07|Spring|Monday|Evening|U0002|M05547|Home|Alone|Sad|0.55
96|2025-04-07|Spring|Monday|Afternoon|U0004|M02238|Public Transportation|Partner|Happy|0.4
96|2025-04-07|Spring|Monday|Morning|U0025|M03605|Workplace|Partner|Neutral|0.5
96|2025-04-07|Spring|Monday|Morning|U0027|M02579|Public Transportation|Partner|Happy|0.52
96|2025-04-07|Spring|Monday|Morning|U0034|M04386|Public Transportation|Family|Neutral|0.73
96|2025-04-07|Spring|Monday|Night|U0038|M04173|Cinema|Alone|Neutral|0.52
96|2025-04-07|Spring|Monday|Night|U0049|M00346|Cinema|Family|Neutral|0.47
96|2025-04-07|Spring|Monday|Night|U0059|M02816|Cinema|Partner|Sad|0.48
96|2025-04-07|Spring|Monday|Morning|U0070|M02764|Home|Group|Neutral|0.41
96|2025-04-07|Spring|Monday|Morning|U0076|M05351|Community Center|Friends|Happy|0.64
96|2025-04-07|Spring|Monday|Evening|U0086|M04592|Workplace|Family|Happy|0.5
96|2025-04-07|Spring|Monday|Night|U0090|M00413|Community Center|Alone|Happy|0.39
96|2025-04-07|Spring|Monday|Night|U0097|M05185|Community Center|Friends|Sad|0.59
97|2025-04-08|Spring|Tuesday|Night|U0073|M03306|Workplace|Family|Sad|0.56
98|2025-04-09|Spring|Wednesday|Morning|U0005|M04058|Community Center|Alone|Neutral|0.62
98|2025-04-09|Spring|Wednesday|Afternoon|U0012|M00931|Community Center|Partner|Neutral|0.38
98|2025-04-09|Spring|Wednesday|Evening|U0014|M04902|Workplace|Friends|Happy|0.52
98|2025-04-09|Spring|Wednesday|Afternoon|U0015|M04306|Workplace|Alone|Happy|0.75
98|2025-04-09|Spring|Wednesday|Night|U0036|M01151|Workplace|Family|Neutral|0.53
98|2025-04-09|Spring|Wednesday|Night|U0039|M00674|Workplace|Friends|Sad|0.56
98|2025-04-09|Spring|Wednesday|Evening|U0048|M03944|Home|Alone|Happy|0.31
98|2025-04-09|Spring|Wednesday|Afternoon|U0057|M01877|Community Center|Alone|Happy|0.59
98|2025-04-09|Spring|Wednesday|Afternoon|U0066|M01009|Public Transportation|Group|Sad|0.37
98|2025-04-09|Spring|Wednesday|Afternoon|U0077|M03307|Home|Alone|Sad|0.41
98|2025-04-09|Spring|Wednesday|Afternoon|U0096|M00636|Community Center|Friends|Happy|0.51
99|2025-04-10|Spring|Thursday|Morning|U0008|M01945|Home|Partner|Happy|0.66
99|2025-04-10|Spring|Thursday|Afternoon|U0015|M01201|Public Transportation|Friends|Sad|0.67
99|2025-04-10|Spring|Thursday|Morning|U0034|M03187|Public Transportation|Family|Sad|0.62
99|2025-04-10|Spring|Thursday|Morning|U0036|M02528|Cinema|Alone|Sad|0.35
99|2025-04-10|Spring|Thursday|Evening|U0042|M02874|Workplace|Family|Happy|0.55
99|2025-04-10|Spring|Thursday|Evening|U0048|M04062|Community Center|Partner|Sad|0.58
99|2025-04-10|Spring|Thursday|Morning|U0051|M01376|Public Transportation|Family|Sad|0.37
99|2025-04-10|Spring|Thursday|Evening|U0066|M01616|Home|Friends|Happy|0.52
99|2025-04-10|Spring|Thursday|Morning|U0072|M05249|Home|Partner|Happy|0.69
99|2025-04-10|Spring|Thursday|Night|U0078|M01364|Workplace|Friends|Sad|0.47
99|2025-04-10|Spring|Thursday|Evening|U0084|M04166|Cinema|Friends|Neutral|0.69
99|2025-04-10|Spring|Thursday|Afternoon|U0087|M00671|Workplace|Family|Sad|0.58
99|2025-04-10|Spring|Thursday|Night|U0093|M01927|Public Transportation|Partner|Neutral|0.31
100|2025-04-11|Spring|Friday|Morning|U0007|M00646|Cinema|Family|Neutral|0.49
100|2025-04-11|Spring|Friday|Night|U0011|M02401|Community Center|Alone|Happy|0.33
100|2025-04-11|Spring|Friday|Morning|U0028|M01899|Public Transportation|Partner|Happy|0.52
100|2025-04-11|Spring|Friday|Morning|U0034|M02770|Public Transportation|Family|Happy|0.64
100|2025-04-11|Spring|Friday|Morning|U0036|M04511|Cinema|Family|Sad|0.46
100|2025-04-11|Spring|Friday|Morning|U0044|M00646|Cinema|Family|Sad|0.56
100|2025-04-11|Spring|Friday|Afternoon|U0046|M04384|Community Center|Family|Neutral|0.5
100|2025-04-11|Spring|Friday|Night|U0049|M04926|Cinema|Alone|Neutral|0.19
100|2025-04-11|Spring|Friday|Evening|U0051|M02340|Community Center|Group|Neutral|0.38
100|2025-04-11|Spring|Friday|Night|U0056|M02990|Cinema|Alone|Sad|0.46
100|2025-04-11|Spring|Friday|Evening|U0066|M02099|Home|Friends|Neutral|0.49
100|2025-04-11|Spring|Friday|Afternoon|U0069|M05438|Public Transportation|Partner|Neutral|0.6
100|2025-04-11|Spring|Friday|Evening|U0072|M02136|Workplace|Alone|Neutral|0.67
100|2025-04-11|Spring|Friday|Evening|U0076|M01292|Cinema|Alone|Neutral|0.58
100|2025-04-11|Spring|Friday|Afternoon|U0077|M01886|Community Center|Friends|Happy|0.63
100|2025-04-11|Spring|Friday|Night|U0085|M03417|Public Transportation|Group|Sad|0.67
100|2025-04-11|Spring|Friday|Evening|U0090|M05489|Public Transportation|Group|Sad|0.51
100|2025-04-11|Spring|Friday|Evening|U0091|M04610|Community Center|Friends|Neutral|0.5
100|2025-04-11|Spring|Friday|Evening|U0095|M03867|Home|Friends|Happy|0.41
101|2025-04-12|Spring|Saturday|Night|U0020|M05081|Public Transportation|Friends|Neutral|0.57
101|2025-04-12|Spring|Saturday|Morning|U0035|M05003|Home|Partner|Neutral|0.61
101|2025-04-12|Spring|Saturday|Afternoon|U0046|M03916|Cinema|Family|Sad|0.29
101|2025-04-12|Spring|Saturday|Afternoon|U0052|M04512|Cinema|Family|Happy|0.59
101|2025-04-12|Spring|Saturday|Evening|U0066|M05112|Home|Alone|Happy|0.49
101|2025-04-12|Spring|Saturday|Afternoon|U0070|M02377|Community Center|Friends|Happy|0.44
101|2025-04-12|Spring|Saturday|Morning|U0084|M00006|Cinema|Partner|Neutral|0.7
101|2025-04-12|Spring|Saturday|Evening|U0087|M00301|Community Center|Partner|Sad|0.49
102|2025-04-13|Spring|Sunday|Morning|U0003|M03338|Public Transportation|Group|Neutral|0.51
102|2025-04-13|Spring|Sunday|Afternoon|U0020|M00980|Public Transportation|Family|Sad|0.49
102|2025-04-13|Spring|Sunday|Afternoon|U0024|M03436|Home|Group|Sad|0.5
102|2025-04-13|Spring|Sunday|Afternoon|U0042|M05692|Community Center|Family|Happy|0.54
102|2025-04-13|Spring|Sunday|Evening|U0066|M02563|Home|Family|Happy|0.53
102|2025-04-13|Spring|Sunday|Morning|U0073|M02130|Community Center|Friends|Neutral|0.52
102|2025-04-13|Spring|Sunday|Morning|U0074|M01778|Home|Partner|Sad|0.47
102|2025-04-13|Spring|Sunday|Afternoon|U0083|M04921|Community Center|Friends|Sad|0.47
102|2025-04-13|Spring|Sunday|Morning|U0084|M04129|Home|Friends|Sad|0.7
102|2025-04-13|Spring|Sunday|Evening|U0100|M01989|Workplace|Group|Sad|0.48
103|2025-04-14|Spring|Monday|Morning|U0034|M03024|Public Transportation|Family|Happy|0.7
103|2025-04-14|Spring|Monday|Evening|U0037|M00112|Community Center|Partner|Sad|0.48
103|2025-04-14|Spring|Monday|Afternoon|U0049|M00919|Cinema|Family|Happy|0.64
103|2025-04-14|Spring|Monday|Evening|U0056|M00425|Home|Group|Neutral|0.51
103|2025-04-14|Spring|Monday|Afternoon|U0059|M00348|Community Center|Partner|Neutral|0.61
103|2025-04-14|Spring|Monday|Morning|U0066|M03972|Home|Friends|Sad|0.49
103|2025-04-14|Spring|Monday|Morning|U0070|M04118|Workplace|Friends|Neutral|0.48
103|2025-04-14|Spring|Monday|Evening|U0078|M04169|Workplace|Friends|Neutral|0.4
103|2025-04-14|Spring|Monday|Night|U0085|M02851|Community Center|Partner|Happy|0.54
103|2025-04-14|Spring|Monday|Evening|U0088|M03550|Home|Friends|Sad|0.53
103|2025-04-14|Spring|Monday|Morning|U0090|M03599|Cinema|Partner|Neutral|0.47
103|2025-04-14|Spring|Monday|Evening|U0095|M05692|Community Center|Group|Neutral|0.71
103|2025-04-14|Spring|Monday|Morning|U0100|M05272|Workplace|Family|Sad|0.57
104|2025-04-15|Spring|Tuesday|Afternoon|U0007|M02460|Home|Alone|Neutral|0.53
104|2025-04-15|Spring|Tuesday|Morning|U0025|M03166|Community Center|Alone|Neutral|0.62
104|2025-04-15|Spring|Tuesday|Afternoon|U0039|M03664|Workplace|Partner|Neutral|0.5
104|2025-04-15|Spring|Tuesday|Night|U0044|M02294|Cinema|Alone|Neutral|0.6
104|2025-04-15|Spring|Tuesday|Night|U0073|M05473|Public Transportation|Family|Sad|0.61
104|2025-04-15|Spring|Tuesday|Morning|U0076|M05473|Community Center|Family|Sad|0.76
104|2025-04-15|Spring|Tuesday|Morning|U0081|M04445|Cinema|Alone|Sad|0.55
104|2025-04-15|Spring|Tuesday|Morning|U0084|M00918|Public Transportation|Family|Happy|0.52
105|2025-04-16|Spring|Wednesday|Night|U0005|M01723|Community Center|Alone|Happy|0.54
105|2025-04-16|Spring|Wednesday|Evening|U0014|M00206|Home|Partner|Neutral|0.49
105|2025-04-16|Spring|Wednesday|Afternoon|U0015|M00236|Public Transportation|Friends|Sad|0.56
105|2025-04-16|Spring|Wednesday|Morning|U0034|M01525|Community Center|Family|Sad|0.57
105|2025-04-16|Spring|Wednesday|Evening|U0036|M04601|Cinema|Friends|Sad|0.47
105|2025-04-16|Spring|Wednesday|Morning|U0044|M00806|Community Center|Friends|Sad|0.66
105|2025-04-16|Spring|Wednesday|Evening|U0066|M01331|Community Center|Partner|Neutral|0.48
105|2025-04-16|Spring|Wednesday|Morning|U0070|M02961|Workplace|Friends|Sad|0.45
105|2025-04-16|Spring|Wednesday|Afternoon|U0075|M01736|Workplace|Alone|Sad|0.47
105|2025-04-16|Spring|Wednesday|Afternoon|U0082|M04938|Cinema|Family|Sad|0.58
106|2025-04-17|Spring|Thursday|Night|U0006|M02355|Cinema|Group|Happy|0.49
106|2025-04-17|Spring|Thursday|Afternoon|U0007|M03543|Public Transportation|Alone|Sad|0.58
106|2025-04-17|Spring|Thursday|Afternoon|U0026|M01838|Community Center|Friends|Sad|0.49
106|2025-04-17|Spring|Thursday|Night|U0034|M05218|Community Center|Partner|Happy|0.61
106|2025-04-17|Spring|Thursday|Morning|U0038|M00640|Cinema|Friends|Neutral|0.61
106|2025-04-17|Spring|Thursday|Night|U0039|M04735|Home|Partner|Happy|0.62
106|2025-04-17|Spring|Thursday|Night|U0043|M01737|Community Center|Partner|Neutral|0.6
106|2025-04-17|Spring|Thursday|Night|U0046|M00657|Community Center|Partner|Neutral|0.38
106|2025-04-17|Spring|Thursday|Afternoon|U0048|M05376|Cinema|Family|Neutral|0.52
106|2025-04-17|Spring|Thursday|Afternoon|U0073|M00893|Public Transportation|Alone|Happy|0.83
106|2025-04-17|Spring|Thursday|Afternoon|U0077|M03703|Community Center|Partner|Neutral|0.54
106|2025-04-17|Spring|Thursday|Morning|U0087|M01313|Community Center|Group|Sad|0.59
106|2025-04-17|Spring|Thursday|Night|U0091|M03843|Cinema|Family|Neutral|0.5
106|2025-04-17|Spring|Thursday|Afternoon|U0095|M01950|Workplace|Partner|Neutral|0.52
107|2025-04-18|Spring|Friday|Afternoon|U0003|M05124|Workplace|Partner|Neutral|0.54
107|2025-04-18|Spring|Friday|Morning|U0004|M05581|Home|Group|Sad|0.47
107|2025-04-18|Spring|Friday|Night|U0028|M05086|Home|Partner|Neutral|0.51
107|2025-04-18|Spring|Friday|Afternoon|U0035|M04397|Home|Family|Neutral|0.64
107|2025-04-18|Spring|Friday|Night|U0040|M05664|Community Center|Friends|Sad|0.6
107|2025-04-18|Spring|Friday|Afternoon|U0052|M00655|Home|Family|Neutral|0.48
107|2025-04-18|Spring|Friday|Night|U0056|M05376|Workplace|Group|Neutral|0.52
107|2025-04-18|Spring|Friday|Night|U0069|M00924|Home|Alone|Happy|0.51
107|2025-04-18|Spring|Friday|Night|U0085|M05391|Public Transportation|Group|Sad|0.5
107|2025-04-18|Spring|Friday|Morning|U0087|M02844|Cinema|Family|Happy|0.63
107|2025-04-18|Spring|Friday|Evening|U0095|M03837|Cinema|Group|Neutral|0.4
108|2025-04-19|Spring|Saturday|Evening|U0002|M05429|Public Transportation|Alone|Sad|0.38
108|2025-04-19|Spring|Saturday|Evening|U0012|M00474|Community Center|Alone|Neutral|0.39
108|2025-04-19|Spring|Saturday|Afternoon|U0026|M02727|Cinema|Group|Sad|0.55
108|2025-04-19|Spring|Saturday|Night|U0039|M00364|Workplace|Partner|Neutral|0.47
108|2025-04-19|Spring|Saturday|Morning|U0042|M00027|Workplace|Friends|Happy|0.56
108|2025-04-19|Spring|Saturday|Evening|U0055|M03955|Home|Friends|Happy|0.56
108|2025-04-19|Spring|Saturday|Evening|U0060|M00104|Home|Partner|Neutral|0.59
108|2025-04-19|Spring|Saturday|Evening|U0069|M00747|Public Transportation|Alone|Sad|0.57
108|2025-04-19|Spring|Saturday|Morning|U0070|M02304|Workplace|Friends|Happy|0.71
108|2025-04-19|Spring|Saturday|Afternoon|U0076|M01128|Workplace|Partner|Sad|0.47
108|2025-04-19|Spring|Saturday|Evening|U0078|M01398|Community Center|Alone|Happy|0.52
108|2025-04-19|Spring|Saturday|Morning|U0083|M04488|Workplace|Friends|Sad|0.49
108|2025-04-19|Spring|Saturday|Morning|U0084|M03674|Workplace|Alone|Happy|0.8
108|2025-04-19|Spring|Saturday|Afternoon|U0087|M02152|Community Center|Alone|Neutral|0.7
108|2025-04-19|Spring|Saturday|Morning|U0089|M01558|Cinema|Group|Neutral|0.56
109|2025-04-20|Spring|Sunday|Night|U0001|M00234|Community Center|Family|Sad|0.58
109|2025-04-20|Spring|Sunday|Night|U0019|M00422|Workplace|Friends|Happy|0.52
109|2025-04-20|Spring|Sunday|Night|U0026|M02565|Public Transportation|Group|Happy|0.66
109|2025-04-20|Spring|Sunday|Afternoon|U0041|M04303|Community Center|Partner|Neutral|0.52
109|2025-04-20|Spring|Sunday|Morning|U0044|M03564|Public Transportation|Family|Neutral|0.77
109|2025-04-20|Spring|Sunday|Night|U0049|M00590|Cinema|Family|Sad|0.72
109|2025-04-20|Spring|Sunday|Afternoon|U0051|M00923|Community Center|Family|Sad|0.35
109|2025-04-20|Spring|Sunday|Night|U0065|M00356|Workplace|Family|Happy|0.65
109|2025-04-20|Spring|Sunday|Afternoon|U0073|M04555|Community Center|Family|Neutral|0.51
109|2025-04-20|Spring|Sunday|Morning|U0077|M02563|Community Center|Family|Neutral|0.65
109|2025-04-20|Spring|Sunday|Morning|U0084|M01473|Home|Alone|Sad|0.58
109|2025-04-20|Spring|Sunday|Night|U0088|M01216|Public Transportation|Friends|Happy|0.62
109|2025-04-20|Spring|Sunday|Afternoon|U0090|M03912|Community Center|Family|Neutral|0.42
109|2025-04-20|Spring|Sunday|Evening|U0097|M05243|Community Center|Group|Happy|0.64
109|2025-04-20|Spring|Sunday|Night|U0098|M04152|Workplace|Friends|Happy|0.67
110|2025-04-21|Spring|Monday|Evening|U0012|M03606|Community Center|Family|Happy|0.54
110|2025-04-21|Spring|Monday|Afternoon|U0013|M05680|Home|Family|Happy|0.45
110|2025-04-21|Spring|Monday|Night|U0016|M04296|Community Center|Family|Happy|0.77
110|2025-04-21|Spring|Monday|Night|U0031|M05169|Workplace|Family|Neutral|0.61
110|2025-04-21|Spring|Monday|Evening|U0039|M05295|Workplace|Group|Happy|0.46
110|2025-04-21|Spring|Monday|Morning|U0044|M03441|Cinema|Family|Neutral|0.64
110|2025-04-21|Spring|Monday|Evening|U0049|M01128|Cinema|Family|Sad|0.33
110|2025-04-21|Spring|Monday|Night|U0056|M03469|Public Transportation|Group|Neutral|0.3
110|2025-04-21|Spring|Monday|Evening|U0059|M02577|Home|Alone|Happy|0.5
110|2025-04-21|Spring|Monday|Evening|U0066|M00120|Community Center|Friends|Happy|0.66
110|2025-04-21|Spring|Monday|Evening|U0078|M00717|Workplace|Partner|Neutral|0.41
110|2025-04-21|Spring|Monday|Night|U0085|M04165|Home|Alone|Happy|0.7
110|2025-04-21|Spring|Monday|Afternoon|U0090|M04093|Community Center|Partner|Neutral|0.46
111|2025-04-22|Spring|Tuesday|Morning|U0007|M00484|Home|Group|Sad|0.46
111|2025-04-22|Spring|Tuesday|Morning|U0012|M01983|Community Center|Family|Happy|0.45
111|2025-04-22|Spring|Tuesday|Morning|U0044|M03916|Community Center|Family|Happy|0.8
111|2025-04-22|Spring|Tuesday|Night|U0073|M01620|Public Transportation|Family|Happy|0.64
111|2025-04-22|Spring|Tuesday|Evening|U0075|M01526|Cinema|Alone|Neutral|0.21
111|2025-04-22|Spring|Tuesday|Morning|U0076|M02835|Community Center|Family|Neutral|0.52
111|2025-04-22|Spring|Tuesday|Evening|U0077|M03538|Community Center|Partner|Neutral|0.38
111|2025-04-22|Spring|Tuesday|Night|U0087|M04776|Home|Partner|Neutral|0.62
111|2025-04-22|Spring|Tuesday|Night|U0090|M02543|Community Center|Partner|Neutral|0.54
112|2025-04-23|Spring|Wednesday|Morning|U0014|M04398|Workplace|Friends|Neutral|0.48
112|2025-04-23|Spring|Wednesday|Morning|U0026|M02717|Public Transportation|Group|Neutral|0.43
112|2025-04-23|Spring|Wednesday|Afternoon|U0029|M04394|Community Center|Family|Neutral|0.47
112|2025-04-23|Spring|Wednesday|Night|U0031|M00837|Home|Friends|Happy|0.72
112|2025-04-23|Spring|Wednesday|Morning|U0034|M03512|Community Center|Alone|Happy|0.56
112|2025-04-23|Spring|Wednesday|Evening|U0037|M00852|Home|Group|Happy|0.54
112|2025-04-23|Spring|Wednesday|Morning|U0039|M04532|Workplace|Family|Sad|0.59
112|2025-04-23|Spring|Wednesday|Morning|U0044|M02470|Community Center|Friends|Happy|0.51
112|2025-04-23|Spring|Wednesday|Afternoon|U0051|M04678|Public Transportation|Alone|Sad|0.47
112|2025-04-23|Spring|Wednesday|Night|U0056|M02487|Workplace|Group|Happy|0.46
112|2025-04-23|Spring|Wednesday|Evening|U0066|M00641|Home|Family|Sad|0.37
112|2025-04-23|Spring|Wednesday|Evening|U0070|M03068|Workplace|Partner|Happy|0.64
112|2025-04-23|Spring|Wednesday|Evening|U0072|M03161|Public Transportation|Alone|Sad|0.63
112|2025-04-23|Spring|Wednesday|Afternoon|U0077|M02895|Community Center|Family|Neutral|0.58
113|2025-04-24|Spring|Thursday|Morning|U0011|M03531|Community Center|Friends|Happy|0.23
113|2025-04-24|Spring|Thursday|Evening|U0014|M05115|Home|Group|Neutral|0.51
113|2025-04-24|Spring|Thursday|Afternoon|U0023|M01803|Home|Alone|Happy|0.51
113|2025-04-24|Spring|Thursday|Morning|U0029|M01356|Home|Partner|Sad|0.39
113|2025-04-24|Spring|Thursday|Morning|U0034|M01019|Public Transportation|Family|Sad|0.49
113|2025-04-24|Spring|Thursday|Morning|U0038|M02813|Public Transportation|Friends|Sad|0.48
113|2025-04-24|Spring|Thursday|Morning|U0065|M03896|Workplace|Friends|Happy|0.82
114|2025-04-25|Spring|Friday|Evening|U0020|M03383|Community Center|Group|Happy|0.63
114|2025-04-25|Spring|Friday|Morning|U0026|M00628|Home|Group|Neutral|0.64
114|2025-04-25|Spring|Friday|Morning|U0044|M01925|Home|Alone|Neutral|0.7
114|2025-04-25|Spring|Friday|Afternoon|U0046|M00460|Public Transportation|Partner|Sad|0.31
114|2025-04-25|Spring|Friday|Evening|U0049|M02763|Workplace|Friends|Neutral|0.35
114|2025-04-25|Spring|Friday|Morning|U0051|M00786|Public Transportation|Group|Happy|0.52
114|2025-04-25|Spring|Friday|Evening|U0054|M04669|Community Center|Group|Happy|0.64
114|2025-04-25|Spring|Friday|Morning|U0061|M02696|Community Center|Family|Neutral|0.6
114|2025-04-25|Spring|Friday|Night|U0071|M03826|Home|Group|Sad|0.51
114|2025-04-25|Spring|Friday|Evening|U0076|M02226|Home|Partner|Happy|0.5
114|2025-04-25|Spring|Friday|Evening|U0085|M02269|Home|Family|Happy|0.71
114|2025-04-25|Spring|Friday|Morning|U0087|M03883|Cinema|Partner|Sad|0.56
